read	barcode	distance
read5330	barcode5330	10
read5331	barcode5331	4
read5332	barcode5332	3
read5333	barcode5333	4
read5334	barcode5334	8
read5335	barcode5335	9
read5336	barcode5336	5
read5337	barcode5337	6
read5338	barcode5338	6
read5339	barcode5339	4
read5340	barcode5340	7
read5341	barcode5341	8
read5342	barcode5342	6
read5343	barcode5343	8
read5344	barcode5344	7
read5345	barcode5345	8
read5346	barcode5346	11
read5347	barcode5347	3
read5348	barcode5348	5
read5349	barcode5349	6
read5350	barcode5350	13
read5351	barcode5351	11
read5352	barcode5352	8
read5353	barcode5353	5
read5354	barcode5354	8
read5355	barcode5355	6
read5356	barcode5356	10
read5357	barcode5357	5
read5358	barcode5358	8
read5359	barcode5359	6
read5360	barcode5360	5
read5361	barcode5361	7
read5362	barcode5362	9
read5363	barcode5363	4
read5364	barcode5364	5
read5365	barcode5365	7
read5366	barcode5366	8
read5367	barcode5367	4
read5368	barcode5368	8
read5369	barcode5369	5
read5370	barcode5370	8
read5371	barcode5371	8
read5372	barcode5372	8
read5373	barcode5373	6
read5374	barcode5374	5
read5375	barcode5375	4
read5376	barcode5376	8
read5377	barcode5377	5
read5378	barcode5378	8
read5379	barcode5379	11
read5380	barcode5380	4
read5381	barcode5381	6
read5382	barcode5382	3
read5383	barcode5383	3
read5384	barcode5384	4
read5385	barcode5385	7
read5386	barcode5386	11
read5387	barcode5387	5
read5388	barcode5388	8
read5389	barcode5389	4
read5390	barcode5390	9
read5391	barcode5391	5
read5392	barcode5392	5
read5393	barcode5393	7
read5394	barcode5394	5
read5395	barcode5395	5
read5396	barcode5396	9
read5397	barcode5397	5
read5398	barcode5398	6
read5399	barcode5399	7
read5400	barcode5400	8
read5401	barcode5401	7
read5402	barcode5402	4
read5403	barcode5403	8
read5404	barcode5404	10
read5405	barcode5405	8
read5406	barcode5406	6
read5407	barcode5407	4
read5408	barcode5408	5
read5409	barcode5409	7
read5410	barcode5410	6
read5411	barcode5411	5
read5412	barcode5412	7
read5413	barcode5413	4
read5414	barcode5414	8
read5415	barcode5415	6
read5416	barcode5416	8
read5417	barcode5417	5
read5418	barcode5418	8
read5419	barcode5419	4
read5420	barcode5420	5
read5421	barcode5421	5
read5422	barcode5422	8
read5423	barcode5423	5
read5424	barcode5424	8
read5425	barcode5425	6
read5426	barcode5426	8
read5427	barcode5427	2
read5428	barcode5428	11
read5429	barcode5429	5
read5430	barcode5430	8
read5431	barcode5431	6
read5432	barcode5432	5
read5433	barcode5433	8
read5434	barcode5434	9
read5435	barcode5435	3
read5436	barcode5436	7
read5437	barcode5437	8
read5438	barcode5438	6
read5439	barcode5439	2
read5440	barcode5440	9
read5441	barcode5441	7
read5442	barcode5442	8
read5443	barcode5443	6
read5444	barcode5444	8
read5445	barcode5445	4
read5446	barcode5446	11
read5447	barcode5447	3
read5448	barcode5448	7
read5449	barcode5449	4
read5450	barcode5450	7
read5451	barcode5451	6
read5452	barcode5452	7
read5453	barcode5453	5
read5454	barcode5454	8
read5455	barcode5455	7
read5456	barcode5456	8
read5457	barcode5457	5
read5458	barcode5458	7
read5459	barcode5459	7
read5460	barcode5460	11
read5461	barcode5461	5
read5462	barcode5462	6
read5463	barcode5463	5
read5464	barcode5464	6
read5465	barcode5465	7
read5466	barcode5466	9
read5467	barcode5467	8
read5468	barcode5468	7
read5469	barcode5469	5
read5470	barcode5470	3
read5471	barcode5471	6
read5472	barcode5472	12
read5473	barcode5473	7
read5474	barcode5474	7
read5475	barcode5475	6
read5476	barcode5476	6
read5477	barcode5477	11
read5478	barcode5478	11
read5479	barcode5479	6
read5480	barcode5480	7
read5481	barcode5481	9
read5482	barcode5482	10
read5483	barcode5483	3
read5484	barcode5484	6
read5485	barcode5485	6
read5486	barcode5486	7
read5487	barcode5487	3
read5488	barcode5488	11
read5489	barcode5489	9
read5490	barcode5490	7
read5491	barcode5491	8
read5492	barcode5492	3
read5493	barcode5493	5
read5494	barcode5494	4
read5495	barcode5495	5
read5496	barcode5496	6
read5497	barcode5497	8
read5498	barcode5498	11
read5499	barcode5499	7
read5500	barcode5500	10
read5501	barcode5501	4
read5502	barcode5502	8
read5503	barcode5503	5
read5504	barcode5504	9
read5505	barcode5505	4
read5506	barcode5506	10
read5507	barcode5507	7
read5508	barcode5508	5
read5509	barcode5509	4
read5510	barcode5510	5
read5511	barcode5511	5
read5512	barcode5512	9
read5513	barcode5513	10
read5514	barcode5514	5
read5515	barcode5515	5
read5516	barcode5516	4
read5517	barcode5517	4
read5518	barcode5518	4
read5519	barcode5519	7
read5520	barcode5520	10
read5521	barcode5521	9
read5522	barcode5522	7
read5523	barcode5523	4
read5524	barcode5524	6
read5525	barcode5525	6
read5526	barcode5526	5
read5527	barcode5527	8
read5528	barcode5528	6
read5529	barcode5529	4
read5530	barcode5530	3
read5531	barcode5531	12
read5532	barcode5532	7
read5533	barcode5533	4
read5534	barcode5534	6
read5535	barcode5535	9
read5536	barcode5536	7
read5537	barcode5537	5
read5538	barcode5538	8
read5539	barcode5539	10
read5540	barcode5540	5
read5541	barcode5541	9
read5542	barcode5542	5
read5543	barcode5543	5
read5544	barcode5544	5
read5545	barcode5545	3
read5546	barcode5546	10
read5547	barcode5547	10
read5548	barcode5548	4
read5549	barcode5549	7
read5550	barcode5550	5
read5551	barcode5551	5
read5552	barcode5552	4
read5553	barcode5553	9
read5554	barcode5554	9
read5555	barcode5555	6
read5556	barcode5556	4
read5557	barcode5557	7
read5558	barcode5558	9
read5559	barcode5559	6
read5560	barcode5560	6
read5561	barcode5561	6
read5562	barcode5562	9
read5563	barcode5563	3
read5564	barcode5564	7
read5565	barcode5565	3
read5566	barcode5566	7
read5567	barcode5567	8
read5568	barcode5568	9
read5569	barcode5569	4
read5570	barcode5570	6
read5571	barcode5571	7
read5572	barcode5572	9
read5573	barcode5573	8
read5574	barcode5574	2
read5575	barcode5575	7
read5576	barcode5576	7
read5577	barcode5577	9
read5578	barcode5578	6
read5579	barcode5579	4
read5580	barcode5580	8
read5581	barcode5581	9
read5582	barcode5582	4
read5583	barcode5583	4
read5584	barcode5584	5
read5585	barcode5585	7
read5586	barcode5586	5
read5587	barcode5587	4
read5588	barcode5588	2
read5589	barcode5589	6
read5590	barcode5590	8
read5591	barcode5591	3
read5592	barcode5592	5
read5593	barcode5593	5
read5594	barcode5594	9
read5595	barcode5595	5
read5596	barcode5596	9
read5597	barcode5597	7
read5598	barcode5598	7
read5599	barcode5599	6
read5600	barcode5600	9
read5601	barcode5601	5
read5602	barcode5602	1
read5603	barcode5603	6
read5604	barcode5604	8
read5605	barcode5605	5
read5606	barcode5606	8
read5607	barcode5607	6
read5608	barcode5608	4
read5609	barcode5609	9
read5610	barcode5610	3
read5611	barcode5611	6
read5612	barcode5612	5
read5613	barcode5613	9
read5614	barcode5614	12
read5615	barcode5615	7
read5616	barcode5616	8
read5617	barcode5617	6
read5618	barcode5618	5
read5619	barcode5619	4
read5620	barcode5620	10
read5621	barcode5621	8
read5622	barcode5622	3
read5623	barcode5623	8
read5624	barcode5624	6
read5625	barcode5625	6
read5626	barcode5626	8
read5627	barcode5627	6
read5628	barcode5628	3
read5629	barcode5629	7
read5630	barcode5630	7
read5631	barcode5631	8
read5632	barcode5632	5
read5633	barcode5633	6
read5634	barcode5634	12
read5635	barcode5635	7
read5636	barcode5636	4
read5637	barcode5637	8
read5638	barcode5638	6
read5639	barcode5639	6
read5640	barcode5640	4
read5641	barcode5641	3
read5642	barcode5642	11
read5643	barcode5643	8
read5644	barcode5644	6
read5645	barcode5645	7
read5646	barcode5646	4
read5647	barcode5647	5
read5648	barcode5648	9
read5649	barcode5649	6
read5650	barcode5650	9
read5651	barcode5651	6
read5652	barcode5652	7
read5653	barcode5653	7
read5654	barcode5654	2
read5655	barcode5655	5
read5656	barcode5656	8
read5657	barcode5657	5
read5658	barcode5658	5
read5659	barcode5659	3
read5660	barcode5660	4
read5661	barcode5661	6
read5662	barcode5662	6
read5663	barcode5663	9
read5664	barcode5664	3
read5665	barcode5665	6
read5666	barcode5666	9
read5667	barcode5667	6
read5668	barcode5668	7
read5669	barcode5669	5
read5670	barcode5670	5
read5671	barcode5671	6
read5672	barcode5672	6
read5673	barcode5673	6
read5674	barcode5674	8
read5675	barcode5675	4
read5676	barcode5676	5
read5677	barcode5677	8
read5678	barcode5678	8
read5679	barcode5679	4
read5680	barcode5680	5
read5681	barcode5681	8
read5682	barcode5682	5
read5683	barcode5683	9
read5684	barcode5684	5
read5685	barcode5685	5
read5686	barcode5686	2
read5687	barcode5687	5
read5688	barcode5688	7
read5689	barcode5689	6
read5690	barcode5690	6
read5691	barcode5691	9
read5692	barcode5692	7
read5693	barcode5693	4
read5694	barcode5694	8
read5695	barcode5695	13
read5696	barcode5696	7
read5697	barcode5697	8
read5698	barcode5698	8
read5699	barcode5699	4
read5700	barcode5700	6
read5701	barcode5701	5
read5702	barcode5702	8
read5703	barcode5703	5
read5704	barcode5704	6
read5705	barcode5705	8
read5706	barcode5706	4
read5707	barcode5707	5
read5708	barcode5708	8
read5709	barcode5709	7
read5710	barcode5710	7
read5711	barcode5711	9
read5712	barcode5712	9
read5713	barcode5713	5
read5714	barcode5714	10
read5715	barcode5715	7
read5716	barcode5716	5
read5717	barcode5717	6
read5718	barcode5718	3
read5719	barcode5719	11
read5720	barcode5720	5
read5721	barcode5721	6
read5722	barcode5722	3
read5723	barcode5723	6
read5724	barcode5724	3
read5725	barcode5725	2
read5726	barcode5726	8
read5727	barcode5727	7
read5728	barcode5728	7
read5729	barcode5729	8
read5730	barcode5730	6
read5731	barcode5731	8
read5732	barcode5732	6
read5733	barcode5733	7
read5734	barcode5734	8
read5735	barcode5735	5
read5736	barcode5736	3
read5737	barcode5737	7
read5738	barcode5738	7
read5739	barcode5739	7
read5740	barcode5740	9
read5741	barcode5741	7
read5742	barcode5742	7
read5743	barcode5743	6
read5744	barcode5744	7
read5745	barcode5745	9
read5746	barcode5746	9
read5747	barcode5747	9
read5748	barcode5748	5
read5749	barcode5749	5
read5750	barcode5750	8
read5751	barcode5751	6
read5752	barcode5752	4
read5753	barcode5753	8
read5754	barcode5754	7
read5755	barcode5755	4
read5756	barcode5756	7
read5757	barcode5757	7
read5758	barcode5758	3
read5759	barcode5759	10
read5760	barcode5760	6
read5761	barcode5761	9
read5762	barcode5762	4
read5763	barcode5763	6
read5764	barcode5764	6
read5765	barcode5765	5
read5766	barcode5766	7
read5767	barcode5767	9
read5768	barcode5768	5
read5769	barcode5769	5
read5770	barcode5770	12
read5771	barcode5771	5
read5772	barcode5772	8
read5773	barcode5773	7
read5774	barcode5774	7
read5775	barcode5775	8
read5776	barcode5776	11
read5777	barcode5777	5
read5778	barcode5778	5
read5779	barcode5779	3
read5780	barcode5780	5
read5781	barcode5781	6
read5782	barcode5782	6
read5783	barcode5783	7
read5784	barcode5784	7
read5785	barcode5785	6
read5786	barcode5786	6
read5787	barcode5787	3
read5788	barcode5788	10
read5789	barcode5789	4
read5790	barcode5790	9
read5791	barcode5791	10
read5792	barcode5792	7
read5793	barcode5793	4
read5794	barcode5794	6
read5795	barcode5795	4
read5796	barcode5796	9
read5797	barcode5797	5
read5798	barcode5798	6
read5799	barcode5799	3
read5800	barcode5800	5
read5801	barcode5801	6
read5802	barcode5802	6
read5803	barcode5803	6
read5804	barcode5804	9
read5805	barcode5805	6
read5806	barcode5806	8
read5807	barcode5807	5
read5808	barcode5808	5
read5809	barcode5809	7
read5810	barcode5810	5
read5811	barcode5811	7
read5812	barcode5812	5
read5813	barcode5813	5
read5814	barcode5814	3
read5815	barcode5815	2
read5816	barcode5816	7
read5817	barcode5817	9
read5818	barcode5818	11
read5819	barcode5819	6
read5820	barcode5820	8
read5821	barcode5821	6
read5822	barcode5822	6
read5823	barcode5823	4
read5824	barcode5824	6
read5825	barcode5825	9
read5826	barcode5826	5
read5827	barcode5827	6
read5828	barcode5828	9
read5829	barcode5829	7
read5830	barcode5830	5
read5831	barcode5831	6
read5832	barcode5832	8
read5833	barcode5833	7
read5834	barcode5834	7
read5835	barcode5835	6
read5836	barcode5836	8
read5837	barcode5837	9
read5838	barcode5838	8
read5839	barcode5839	8
read5840	barcode5840	6
read5841	barcode5841	4
read5842	barcode5842	5
read5843	barcode5843	5
read5844	barcode5844	5
read5845	barcode5845	8
read5846	barcode5846	10
read5847	barcode5847	6
read5848	barcode5848	8
read5849	barcode5849	6
read5850	barcode5850	4
read5851	barcode5851	6
read5852	barcode5852	5
read5853	barcode5853	7
read5854	barcode5854	8
read5855	barcode5855	6
read5856	barcode5856	9
read5857	barcode5857	5
read5858	barcode5858	9
read5859	barcode5859	1
read5860	barcode5860	5
read5861	barcode5861	5
read5862	barcode5862	6
read5863	barcode5863	8
read5864	barcode5864	7
read5865	barcode5865	9
read5866	barcode5866	5
read5867	barcode5867	4
read5868	barcode5868	6
read5869	barcode5869	4
read5870	barcode5870	6
read5871	barcode5871	7
read5872	barcode5872	3
read5873	barcode5873	5
read5874	barcode5874	9
read5875	barcode5875	6
read5876	barcode5876	5
read5877	barcode5877	3
read5878	barcode5878	5
read5879	barcode5879	6
read5880	barcode5880	6
read5881	barcode5881	7
read5882	barcode5882	7
read5883	barcode5883	6
read5884	barcode5884	4
read5885	barcode5885	6
read5886	barcode5886	5
read5887	barcode5887	9
read5888	barcode5888	6
read5889	barcode5889	7
read5890	barcode5890	6
read5891	barcode5891	8
read5892	barcode5892	7
read5893	barcode5893	6
read5894	barcode5894	5
read5895	barcode5895	7
read5896	barcode5896	7
read5897	barcode5897	3
read5898	barcode5898	3
read5899	barcode5899	9
read5900	barcode5900	8
read5901	barcode5901	5
read5902	barcode5902	10
read5903	barcode5903	3
read5904	barcode5904	5
read5905	barcode5905	7
read5906	barcode5906	6
read5907	barcode5907	6
read5908	barcode5908	7
read5909	barcode5909	4
read5910	barcode5910	6
read5911	barcode5911	8
read5912	barcode5912	6
read5913	barcode5913	9
read5914	barcode5914	7
read5915	barcode5915	2
read5916	barcode5916	8
read5917	barcode5917	5
read5918	barcode5918	5
read5919	barcode5919	7
read5920	barcode5920	5
read5921	barcode5921	6
read5922	barcode5922	8
read5923	barcode5923	11
read5924	barcode5924	5
read5925	barcode5925	5
read5926	barcode5926	10
read5927	barcode5927	6
read5928	barcode5928	4
read5929	barcode5929	12
read5930	barcode5930	10
read5931	barcode5931	3
read5932	barcode5932	9
read5933	barcode5933	7
read5934	barcode5934	8
read5935	barcode5935	11
read5936	barcode5936	8
read5937	barcode5937	6
read5938	barcode5938	1
read5939	barcode5939	7
read5940	barcode5940	5
read5941	barcode5941	4
read5942	barcode5942	8
read5943	barcode5943	7
read5944	barcode5944	3
read5945	barcode5945	8
read5946	barcode5946	9
read5947	barcode5947	10
read5948	barcode5948	6
read5949	barcode5949	15
read5950	barcode5950	4
read5951	barcode5951	7
read5952	barcode5952	2
read5953	barcode5953	7
read5954	barcode5954	11
read5955	barcode5955	6
read5956	barcode5956	6
read5957	barcode5957	6
read5958	barcode5958	7
read5959	barcode5959	9
read5960	barcode5960	9
read5961	barcode5961	5
read5962	barcode5962	3
read5963	barcode5963	9
read5964	barcode5964	4
read5965	barcode5965	8
read5966	barcode5966	4
read5967	barcode5967	5
read5968	barcode5968	8
read5969	barcode5969	6
read5970	barcode5970	7
read5971	barcode5971	6
read5972	barcode5972	7
read5973	barcode5973	8
read5974	barcode5974	12
read5975	barcode5975	7
read5976	barcode5976	10
read5977	barcode5977	7
read5978	barcode5978	8
read5979	barcode5979	8
read5980	barcode5980	10
read5981	barcode5981	9
read5982	barcode5982	4
read5983	barcode5983	7
read5984	barcode5984	7
read5985	barcode5985	5
read5986	barcode5986	6
read5987	barcode5987	3
read5988	barcode5988	3
read5989	barcode5989	4
read5990	barcode5990	5
read5991	barcode5991	4
read5992	barcode5992	6
read5993	barcode5993	11
read5994	barcode5994	7
read5995	barcode5995	4
read5996	barcode5996	5
read5997	barcode5997	5
read5998	barcode5998	6
read5999	barcode5999	6
read6000	barcode6000	11
read6001	barcode6001	2
read6002	barcode6002	7
read6003	barcode6003	7
read6004	barcode6004	9
read6005	barcode6005	5
read6006	barcode6006	4
read6007	barcode6007	4
read6008	barcode6008	6
read6009	barcode6009	10
read6010	barcode6010	11
read6011	barcode6011	8
read6012	barcode6012	7
read6013	barcode6013	8
read6014	barcode6014	2
read6015	barcode6015	6
read6016	barcode6016	4
read6017	barcode6017	8
read6018	barcode6018	7
read6019	barcode6019	4
read6020	barcode6020	5
read6021	barcode6021	7
read6022	barcode6022	6
read6023	barcode6023	5
read6024	barcode6024	7
read6025	barcode6025	7
read6026	barcode6026	8
read6027	barcode6027	7
read6028	barcode6028	5
read6029	barcode6029	7
read6030	barcode6030	8
read6031	barcode6031	7
read6032	barcode6032	6
read6033	barcode6033	7
read6034	barcode6034	5
read6035	barcode6035	7
read6036	barcode6036	4
read6037	barcode6037	5
read6038	barcode6038	5
read6039	barcode6039	9
read6040	barcode6040	8
read6041	barcode6041	10
read6042	barcode6042	9
read6043	barcode6043	6
read6044	barcode6044	4
read6045	barcode6045	11
read6046	barcode6046	8
read6047	barcode6047	7
read6048	barcode6048	6
read6049	barcode6049	6
read6050	barcode6050	9
read6051	barcode6051	7
read6052	barcode6052	6
read6053	barcode6053	8
read6054	barcode6054	3
read6055	barcode6055	6
read6056	barcode6056	6
read6057	barcode6057	5
read6058	barcode6058	5
read6059	barcode6059	9
read6060	barcode6060	7
read6061	barcode6061	4
read6062	barcode6062	9
read6063	barcode6063	8
read6064	barcode6064	7
read6065	barcode6065	9
read6066	barcode6066	6
read6067	barcode6067	7
read6068	barcode6068	5
read6069	barcode6069	1
read6070	barcode6070	8
read6071	barcode6071	8
read6072	barcode6072	8
read6073	barcode6073	9
read6074	barcode6074	9
read6075	barcode6075	5
read6076	barcode6076	5
read6077	barcode6077	6
read6078	barcode6078	7
read6079	barcode6079	4
read6080	barcode6080	6
read6081	barcode6081	4
read6082	barcode6082	6
read6083	barcode6083	6
read6084	barcode6084	8
read6085	barcode6085	5
read6086	barcode6086	7
read6087	barcode6087	3
read6088	barcode6088	8
read6089	barcode6089	9
read6090	barcode6090	8
read6091	barcode6091	3
read6092	barcode6092	5
read6093	barcode6093	7
read6094	barcode6094	6
read6095	barcode6095	6
read6096	barcode6096	5
read6097	barcode6097	5
read6098	barcode6098	10
read6099	barcode6099	4
read6100	barcode6100	10
read6101	barcode6101	5
read6102	barcode6102	5
read6103	barcode6103	5
read6104	barcode6104	4
read6105	barcode6105	7
read6106	barcode6106	5
read6107	barcode6107	5
read6108	barcode6108	6
read6109	barcode6109	2
read6110	barcode6110	4
read6111	barcode6111	2
read6112	barcode6112	5
read6113	barcode6113	4
read6114	barcode6114	4
read6115	barcode6115	12
read6116	barcode6116	6
read6117	barcode6117	10
read6118	barcode6118	10
read6119	barcode6119	10
read6120	barcode6120	6
read6121	barcode6121	6
read6122	barcode6122	4
read6123	barcode6123	9
read6124	barcode6124	8
read6125	barcode6125	6
read6126	barcode6126	11
read6127	barcode6127	5
read6128	barcode6128	10
read6129	barcode6129	6
read6130	barcode6130	10
read6131	barcode6131	10
read6132	barcode6132	8
read6133	barcode6133	7
read6134	barcode6134	5
read6135	barcode6135	2
read6136	barcode6136	5
read6137	barcode6137	10
read6138	barcode6138	6
read6139	barcode6139	5
read6140	barcode6140	3
read6141	barcode6141	8
read6142	barcode6142	8
read6143	barcode6143	7
read6144	barcode6144	5
read6145	barcode6145	6
read6146	barcode6146	6
read6147	barcode6147	12
read6148	barcode6148	7
read6149	barcode6149	5
read6150	barcode6150	11
read6151	barcode6151	9
read6152	barcode6152	5
read6153	barcode6153	4
read6154	barcode6154	8
read6155	barcode6155	6
read6156	barcode6156	6
read6157	barcode6157	5
read6158	barcode6158	6
read6159	barcode6159	9
read6160	barcode6160	7
read6161	barcode6161	9
read6162	barcode6162	7
read6163	barcode6163	5
read6164	barcode6164	7
read6165	barcode6165	4
read6166	barcode6166	5
read6167	barcode6167	9
read6168	barcode6168	6
read6169	barcode6169	5
read6170	barcode6170	7
read6171	barcode6171	6
read6172	barcode6172	6
read6173	barcode6173	5
read6174	barcode6174	7
read6175	barcode6175	8
read6176	barcode6176	7
read6177	barcode6177	5
read6178	barcode6178	3
read6179	barcode6179	6
read6180	barcode6180	3
read6181	barcode6181	7
read6182	barcode6182	4
read6183	barcode6183	6
read6184	barcode6184	7
read6185	barcode6185	8
read6186	barcode6186	7
read6187	barcode6187	4
read6188	barcode6188	7
read6189	barcode6189	6
read6190	barcode6190	6
read6191	barcode6191	7
read6192	barcode6192	6
read6193	barcode6193	7
read6194	barcode6194	12
read6195	barcode6195	11
read6196	barcode6196	9
read6197	barcode6197	10
read6198	barcode6198	10
read6199	barcode6199	8
read6200	barcode6200	7
read6201	barcode6201	9
read6202	barcode6202	5
read6203	barcode6203	6
read6204	barcode6204	6
read6205	barcode6205	5
read6206	barcode6206	5
read6207	barcode6207	1
read6208	barcode6208	9
read6209	barcode6209	5
read6210	barcode6210	5
read6211	barcode6211	6
read6212	barcode6212	10
read6213	barcode6213	6
read6214	barcode6214	12
read6215	barcode6215	7
read6216	barcode6216	3
read6217	barcode6217	9
read6218	barcode6218	6
read6219	barcode6219	5
read6220	barcode6220	9
read6221	barcode6221	6
read6222	barcode6222	8
read6223	barcode6223	7
read6224	barcode6224	6
read6225	barcode6225	10
read6226	barcode6226	5
read6227	barcode6227	11
read6228	barcode6228	4
read6229	barcode6229	8
read6230	barcode6230	4
read6231	barcode6231	9
read6232	barcode6232	6
read6233	barcode6233	4
read6234	barcode6234	5
read6235	barcode6235	8
read6236	barcode6236	6
read6237	barcode6237	6
read6238	barcode6238	3
read6239	barcode6239	3
read6240	barcode6240	9
read6241	barcode6241	11
read6242	barcode6242	8
read6243	barcode6243	9
read6244	barcode6244	9
read6245	barcode6245	12
read6246	barcode6246	8
read6247	barcode6247	3
read6248	barcode6248	4
read6249	barcode6249	9
read6250	barcode6250	5
read6251	barcode6251	11
read6252	barcode6252	9
read6253	barcode6253	2
read6254	barcode6254	7
read6255	barcode6255	7
read6256	barcode6256	7
read6257	barcode6257	7
read6258	barcode6258	5
read6259	barcode6259	6
read6260	barcode6260	5
read6261	barcode6261	7
read6262	barcode6262	9
read6263	barcode6263	3
read6264	barcode6264	10
read6265	barcode6265	6
read6266	barcode6266	6
read6267	barcode6267	3
read6268	barcode6268	10
read6269	barcode6269	8
read6270	barcode6270	10
read6271	barcode6271	5
read6272	barcode6272	7
read6273	barcode6273	8
read6274	barcode6274	4
read6275	barcode6275	6
read6276	barcode6276	10
read6277	barcode6277	6
read6278	barcode6278	2
read6279	barcode6279	7
read6280	barcode6280	5
read6281	barcode6281	2
read6282	barcode6282	7
read6283	barcode6283	4
read6284	barcode6284	10
read6285	barcode6285	7
read6286	barcode6286	8
read6287	barcode6287	4
read6288	barcode6288	7
read6289	barcode6289	8
read6290	barcode6290	3
read6291	barcode6291	8
read6292	barcode6292	9
read6293	barcode6293	7
read6294	barcode6294	7
read6295	barcode6295	7
read6296	barcode6296	1
read6297	barcode6297	8
read6298	barcode6298	8
read6299	barcode6299	7
read6300	barcode6300	6
read6301	barcode6301	6
read6302	barcode6302	6
read6303	barcode6303	3
read6304	barcode6304	10
read6305	barcode6305	5
read6306	barcode6306	9
read6307	barcode6307	6
read6308	barcode6308	5
read6309	barcode6309	4
read6310	barcode6310	8
read6311	barcode6311	6
read6312	barcode6312	3
read6313	barcode6313	7
read6314	barcode6314	3
read6315	barcode6315	10
read6316	barcode6316	6
read6317	barcode6317	3
read6318	barcode6318	8
read6319	barcode6319	6
read6320	barcode6320	5
read6321	barcode6321	5
read6322	barcode6322	8
read6323	barcode6323	9
read6324	barcode6324	4
read6325	barcode6325	11
read6326	barcode6326	8
read6327	barcode6327	10
read6328	barcode6328	2
read6329	barcode6329	8
read6330	barcode6330	6
read6331	barcode6331	7
read6332	barcode6332	6
read6333	barcode6333	11
read6334	barcode6334	4
read6335	barcode6335	5
read6336	barcode6336	7
read6337	barcode6337	10
read6338	barcode6338	9
read6339	barcode6339	6
read6340	barcode6340	9
read6341	barcode6341	6
read6342	barcode6342	7
read6343	barcode6343	7
read6344	barcode6344	5
read6345	barcode6345	8
read6346	barcode6346	7
read6347	barcode6347	3
read6348	barcode6348	4
read6349	barcode6349	7
read6350	barcode6350	4
read6351	barcode6351	7
read6352	barcode6352	5
read6353	barcode6353	5
read6354	barcode6354	5
read6355	barcode6355	4
read6356	barcode6356	4
read6357	barcode6357	10
read6358	barcode6358	8
read6359	barcode6359	7
read6360	barcode6360	7
read6361	barcode6361	8
read6362	barcode6362	5
read6363	barcode6363	5
read6364	barcode6364	8
read6365	barcode6365	6
read6366	barcode6366	10
read6367	barcode6367	7
read6368	barcode6368	7
read6369	barcode6369	4
read6370	barcode6370	2
read6371	barcode6371	4
read6372	barcode6372	7
read6373	barcode6373	7
read6374	barcode6374	8
read6375	barcode6375	7
read6376	barcode6376	7
read6377	barcode6377	6
read6378	barcode6378	4
read6379	barcode6379	4
read6380	barcode6380	9
read6381	barcode6381	8
read6382	barcode6382	4
read6383	barcode6383	6
read6384	barcode6384	8
read6385	barcode6385	9
read6386	barcode6386	5
read6387	barcode6387	10
read6388	barcode6388	7
read6389	barcode6389	6
read6390	barcode6390	10
read6391	barcode6391	3
read6392	barcode6392	8
read6393	barcode6393	5
read6394	barcode6394	7
read6395	barcode6395	12
read6396	barcode6396	3
read6397	barcode6397	3
read6398	barcode6398	10
read6399	barcode6399	5
read6400	barcode6400	8
read6401	barcode6401	2
read6402	barcode6402	8
read6403	barcode6403	6
read6404	barcode6404	8
read6405	barcode6405	9
read6406	barcode6406	5
read6407	barcode6407	8
read6408	barcode6408	12
read6409	barcode6409	6
read6410	barcode6410	5
read6411	barcode6411	6
read6412	barcode6412	8
read6413	barcode6413	5
read6414	barcode6414	3
read6415	barcode6415	7
read6416	barcode6416	9
read6417	barcode6417	7
read6418	barcode6418	9
read6419	barcode6419	10
read6420	barcode6420	7
read6421	barcode6421	6
read6422	barcode6422	4
read6423	barcode6423	7
read6424	barcode6424	3
read6425	barcode6425	9
read6426	barcode6426	7
read6427	barcode6427	5
read6428	barcode6428	10
read6429	barcode6429	6
read6430	barcode6430	5
read6431	barcode6431	9
read6432	barcode6432	8
read6433	barcode6433	2
read6434	barcode6434	7
read6435	barcode6435	10
read6436	barcode6436	9
read6437	barcode6437	6
read6438	barcode6438	4
read6439	barcode6439	7
read6440	barcode6440	6
read6441	barcode6441	9
read6442	barcode6442	7
read6443	barcode6443	8
read6444	barcode6444	10
read6445	barcode6445	6
read6446	barcode6446	1
read6447	barcode6447	8
read6448	barcode6448	6
read6449	barcode6449	5
read6450	barcode6450	5
read6451	barcode6451	14
read6452	barcode6452	8
read6453	barcode6453	10
read6454	barcode6454	8
read6455	barcode6455	6
read6456	barcode6456	5
read6457	barcode6457	8
read6458	barcode6458	5
read6459	barcode6459	10
read6460	barcode6460	6
read6461	barcode6461	7
read6462	barcode6462	7
read6463	barcode6463	12
read6464	barcode6464	7
read6465	barcode6465	5
read6466	barcode6466	8
read6467	barcode6467	4
read6468	barcode6468	5
read6469	barcode6469	10
read6470	barcode6470	7
read6471	barcode6471	6
read6472	barcode6472	5
read6473	barcode6473	4
read6474	barcode6474	9
read6475	barcode6475	5
read6476	barcode6476	10
read6477	barcode6477	6
read6478	barcode6478	5
read6479	barcode6479	9
read6480	barcode6480	8
read6481	barcode6481	6
read6482	barcode6482	6
read6483	barcode6483	10
read6484	barcode6484	6
read6485	barcode6485	4
read6486	barcode6486	9
read6487	barcode6487	8
read6488	barcode6488	5
read6489	barcode6489	7
read6490	barcode6490	10
read6491	barcode6491	4
read6492	barcode6492	7
read6493	barcode6493	5
read6494	barcode6494	7
