read	barcode	distance
read38332	barcode38332	7
read38333	barcode38333	9
read38334	barcode38334	7
read38335	barcode38335	8
read38336	barcode38336	9
read38337	barcode38337	13
read38338	barcode38338	8
read38339	barcode38339	6
read38340	barcode38340	6
read38341	barcode38341	6
read38342	barcode38342	9
read38343	barcode38343	8
read38344	barcode38344	4
read38345	barcode38345	12
read38346	barcode38346	8
read38347	barcode38347	10
read38348	barcode38348	5
read38349	barcode38349	6
read38350	barcode38350	5
read38351	barcode38351	12
read38352	barcode38352	8
read38353	barcode38353	9
read38354	barcode38354	4
read38355	barcode38355	6
read38356	barcode38356	6
read38357	barcode38357	8
read38358	barcode38358	7
read38359	barcode38359	8
read38360	barcode38360	5
read38361	barcode38361	5
read38362	barcode38362	7
read38363	barcode38363	9
read38364	barcode38364	4
read38365	barcode38365	5
read38366	barcode38366	5
read38367	barcode38367	6
read38368	barcode38368	9
read38369	barcode38369	6
read38370	barcode38370	4
read38371	barcode38371	6
read38372	barcode38372	6
read38373	barcode38373	4
read38374	barcode38374	5
read38375	barcode38375	8
read38376	barcode38376	5
read38377	barcode38377	4
read38378	barcode38378	6
read38379	barcode38379	6
read38380	barcode38380	6
read38381	barcode38381	9
read38382	barcode38382	5
read38383	barcode38383	4
read38384	barcode38384	7
read38385	barcode38385	7
read38386	barcode38386	7
read38387	barcode38387	5
read38388	barcode38388	9
read38389	barcode38389	8
read38390	barcode38390	7
read38391	barcode38391	6
read38392	barcode38392	7
read38393	barcode38393	5
read38394	barcode38394	8
read38395	barcode38395	6
read38396	barcode38396	6
read38397	barcode38397	4
read38398	barcode38398	5
read38399	barcode38399	5
read38400	barcode38400	7
read38401	barcode38401	7
read38402	barcode38402	7
read38403	barcode38403	2
read38404	barcode38404	5
read38405	barcode38405	5
read38406	barcode38406	9
read38407	barcode38407	6
read38408	barcode38408	9
read38409	barcode38409	5
read38410	barcode38410	5
read38411	barcode38411	6
read38412	barcode38412	5
read38413	barcode38413	8
read38414	barcode38414	9
read38415	barcode38415	4
read38416	barcode38416	7
read38417	barcode38417	6
read38418	barcode38418	8
read38419	barcode38419	6
read38420	barcode38420	8
read38421	barcode38421	6
read38422	barcode38422	6
read38423	barcode38423	2
read38424	barcode38424	5
read38425	barcode38425	6
read38426	barcode38426	5
read38427	barcode38427	7
read38428	barcode38428	5
read38429	barcode38429	6
read38430	barcode38430	8
read38431	barcode38431	7
read38432	barcode38432	9
read38433	barcode38433	7
read38434	barcode38434	9
read38435	barcode38435	10
read38436	barcode38436	4
read38437	barcode38437	8
read38438	barcode38438	5
read38439	barcode38439	3
read38440	barcode38440	8
read38441	barcode38441	9
read38442	barcode38442	6
read38443	barcode38443	9
read38444	barcode38444	8
read38445	barcode38445	7
read38446	barcode38446	4
read38447	barcode38447	8
read38448	barcode38448	14
read38449	barcode38449	8
read38450	barcode38450	9
read38451	barcode38451	4
read38452	barcode38452	7
read38453	barcode38453	9
read38454	barcode38454	4
read38455	barcode38455	6
read38456	barcode38456	5
read38457	barcode38457	9
read38458	barcode38458	8
read38459	barcode38459	8
read38460	barcode38460	8
read38461	barcode38461	5
read38462	barcode38462	5
read38463	barcode38463	5
read38464	barcode38464	3
read38465	barcode38465	10
read38466	barcode38466	9
read38467	barcode38467	6
read38468	barcode38468	7
read38469	barcode38469	6
read38470	barcode38470	6
read38471	barcode38471	4
read38472	barcode38472	7
read38473	barcode38473	7
read38474	barcode38474	5
read38475	barcode38475	8
read38476	barcode38476	4
read38477	barcode38477	7
read38478	barcode38478	4
read38479	barcode38479	5
read38480	barcode38480	4
read38481	barcode38481	3
read38482	barcode38482	6
read38483	barcode38483	5
read38484	barcode38484	8
read38485	barcode38485	7
read38486	barcode38486	5
read38487	barcode38487	5
read38488	barcode38488	4
read38489	barcode38489	2
read38490	barcode38490	4
read38491	barcode38491	4
read38492	barcode38492	4
read38493	barcode38493	8
read38494	barcode38494	3
read38495	barcode38495	3
read38496	barcode38496	2
read38497	barcode38497	6
read38498	barcode38498	4
read38499	barcode38499	5
read38500	barcode38500	10
read38501	barcode38501	7
read38502	barcode38502	6
read38503	barcode38503	9
read38504	barcode38504	4
read38505	barcode38505	9
read38506	barcode38506	8
read38507	barcode38507	7
read38508	barcode38508	3
read38509	barcode38509	10
read38510	barcode38510	5
read38511	barcode38511	7
read38512	barcode38512	7
read38513	barcode38513	4
read38514	barcode38514	14
read38515	barcode38515	1
read38516	barcode38516	6
read38517	barcode38517	4
read38518	barcode38518	6
read38519	barcode38519	6
read38520	barcode38520	10
read38521	barcode38521	9
read38522	barcode38522	9
read38523	barcode38523	4
read38524	barcode38524	2
read38525	barcode38525	3
read38526	barcode38526	6
read38527	barcode38527	6
read38528	barcode38528	8
read38529	barcode38529	7
read38530	barcode38530	7
read38531	barcode38531	7
read38532	barcode38532	5
read38533	barcode38533	4
read38534	barcode38534	12
read38535	barcode38535	6
read38536	barcode38536	10
read38537	barcode38537	6
read38538	barcode38538	5
read38539	barcode38539	7
read38540	barcode38540	11
read38541	barcode38541	6
read38542	barcode38542	5
read38543	barcode38543	5
read38544	barcode38544	5
read38545	barcode38545	8
read38546	barcode38546	7
read38547	barcode38547	8
read38548	barcode38548	10
read38549	barcode38549	3
read38550	barcode38550	4
read38551	barcode38551	8
read38552	barcode38552	9
read38553	barcode38553	7
read38554	barcode38554	1
read38555	barcode38555	5
read38556	barcode38556	11
read38557	barcode38557	7
read38558	barcode38558	7
read38559	barcode38559	12
read38560	barcode38560	2
read38561	barcode38561	8
read38562	barcode38562	4
read38563	barcode38563	3
read38564	barcode38564	6
read38565	barcode38565	9
read38566	barcode38566	7
read38567	barcode38567	2
read38568	barcode38568	7
read38569	barcode38569	7
read38570	barcode38570	5
read38571	barcode38571	6
read38572	barcode38572	5
read38573	barcode38573	6
read38574	barcode38574	4
read38575	barcode38575	8
read38576	barcode38576	4
read38577	barcode38577	10
read38578	barcode38578	7
read38579	barcode38579	3
read38580	barcode38580	13
read38581	barcode38581	5
read38582	barcode38582	6
read38583	barcode38583	6
read38584	barcode38584	6
read38585	barcode38585	4
read38586	barcode38586	5
read38587	barcode38587	7
read38588	barcode38588	7
read38589	barcode38589	5
read38590	barcode38590	7
read38591	barcode38591	14
read38592	barcode38592	5
read38593	barcode38593	7
read38594	barcode38594	6
read38595	barcode38595	7
read38596	barcode38596	6
read38597	barcode38597	5
read38598	barcode38598	6
read38599	barcode38599	4
read38600	barcode38600	4
read38601	barcode38601	7
read38602	barcode38602	7
read38603	barcode38603	8
read38604	barcode38604	9
read38605	barcode38605	8
read38606	barcode38606	12
read38607	barcode38607	5
read38608	barcode38608	11
read38609	barcode38609	8
read38610	barcode38610	8
read38611	barcode38611	5
read38612	barcode38612	6
read38613	barcode38613	7
read38614	barcode38614	6
read38615	barcode38615	6
read38616	barcode38616	7
read38617	barcode38617	6
read38618	barcode38618	5
read38619	barcode38619	8
read38620	barcode38620	8
read38621	barcode38621	7
read38622	barcode38622	5
read38623	barcode38623	5
read38624	barcode38624	5
read38625	barcode38625	5
read38626	barcode38626	6
read38627	barcode38627	6
read38628	barcode38628	8
read38629	barcode38629	6
read38630	barcode38630	6
read38631	barcode38631	6
read38632	barcode38632	6
read38633	barcode38633	6
read38634	barcode38634	7
read38635	barcode38635	6
read38636	barcode38636	6
read38637	barcode38637	4
read38638	barcode38638	8
read38639	barcode38639	6
read38640	barcode38640	4
read38641	barcode38641	4
read38642	barcode38642	7
read38643	barcode38643	6
read38644	barcode38644	10
read38645	barcode38645	13
read38646	barcode38646	6
read38647	barcode38647	15
read38648	barcode38648	6
read38649	barcode38649	8
read38650	barcode38650	5
read38651	barcode38651	5
read38652	barcode38652	4
read38653	barcode38653	8
read38654	barcode38654	6
read38655	barcode38655	6
read38656	barcode38656	10
read38657	barcode38657	6
read38658	barcode38658	12
read38659	barcode38659	8
read38660	barcode38660	6
read38661	barcode38661	6
read38662	barcode38662	12
read38663	barcode38663	7
read38664	barcode38664	11
read38665	barcode38665	10
read38666	barcode38666	5
read38667	barcode38667	11
read38668	barcode38668	8
read38669	barcode38669	5
read38670	barcode38670	7
read38671	barcode38671	4
read38672	barcode38672	7
read38673	barcode38673	10
read38674	barcode38674	7
read38675	barcode38675	8
read38676	barcode38676	7
read38677	barcode38677	8
read38678	barcode38678	7
read38679	barcode38679	4
read38680	barcode38680	6
read38681	barcode38681	8
read38682	barcode38682	5
read38683	barcode38683	3
read38684	barcode38684	7
read38685	barcode38685	10
read38686	barcode38686	4
read38687	barcode38687	6
read38688	barcode38688	3
read38689	barcode38689	7
read38690	barcode38690	6
read38691	barcode38691	8
read38692	barcode38692	11
read38693	barcode38693	6
read38694	barcode38694	6
read38695	barcode38695	11
read38696	barcode38696	12
read38697	barcode38697	9
read38698	barcode38698	4
read38699	barcode38699	2
read38700	barcode38700	8
read38701	barcode38701	11
read38702	barcode38702	5
read38703	barcode38703	11
read38704	barcode38704	6
read38705	barcode38705	7
read38706	barcode38706	7
read38707	barcode38707	9
read38708	barcode38708	5
read38709	barcode38709	6
read38710	barcode38710	11
read38711	barcode38711	8
read38712	barcode38712	7
read38713	barcode38713	7
read38714	barcode38714	10
read38715	barcode38715	4
read38716	barcode38716	8
read38717	barcode38717	5
read38718	barcode38718	3
read38719	barcode38719	7
read38720	barcode38720	9
read38721	barcode38721	12
read38722	barcode38722	8
read38723	barcode38723	4
read38724	barcode38724	10
read38725	barcode38725	6
read38726	barcode38726	6
read38727	barcode38727	6
read38728	barcode38728	5
read38729	barcode38729	7
read38730	barcode38730	10
read38731	barcode38731	5
read38732	barcode38732	8
read38733	barcode38733	9
read38734	barcode38734	4
read38735	barcode38735	4
read38736	barcode38736	3
read38737	barcode38737	10
read38738	barcode38738	7
read38739	barcode38739	5
read38740	barcode38740	4
read38741	barcode38741	8
read38742	barcode38742	8
read38743	barcode38743	9
read38744	barcode38744	4
read38745	barcode38745	6
read38746	barcode38746	2
read38747	barcode38747	5
read38748	barcode38748	4
read38749	barcode38749	5
read38750	barcode38750	9
read38751	barcode38751	8
read38752	barcode38752	5
read38753	barcode38753	6
read38754	barcode38754	7
read38755	barcode38755	6
read38756	barcode38756	7
read38757	barcode38757	4
read38758	barcode38758	8
read38759	barcode38759	7
read38760	barcode38760	7
read38761	barcode38761	6
read38762	barcode38762	7
read38763	barcode38763	10
read38764	barcode38764	8
read38765	barcode38765	7
read38766	barcode38766	9
read38767	barcode38767	6
read38768	barcode38768	5
read38769	barcode38769	4
read38770	barcode38770	7
read38771	barcode38771	2
read38772	barcode38772	7
read38773	barcode38773	7
read38774	barcode38774	11
read38775	barcode38775	5
read38776	barcode38776	3
read38777	barcode38777	7
read38778	barcode38778	7
read38779	barcode38779	7
read38780	barcode38780	6
read38781	barcode38781	5
read38782	barcode38782	6
read38783	barcode38783	8
read38784	barcode38784	11
read38785	barcode38785	5
read38786	barcode38786	6
read38787	barcode38787	12
read38788	barcode38788	7
read38789	barcode38789	6
read38790	barcode38790	6
read38791	barcode38791	6
read38792	barcode38792	2
read38793	barcode38793	7
read38794	barcode38794	10
read38795	barcode38795	5
read38796	barcode38796	6
read38797	barcode38797	4
read38798	barcode38798	9
read38799	barcode38799	6
read38800	barcode38800	8
read38801	barcode38801	5
read38802	barcode38802	9
read38803	barcode38803	8
read38804	barcode38804	6
read38805	barcode38805	8
read38806	barcode38806	6
read38807	barcode38807	7
read38808	barcode38808	7
read38809	barcode38809	7
read38810	barcode38810	4
read38811	barcode38811	6
read38812	barcode38812	6
read38813	barcode38813	6
read38814	barcode38814	8
read38815	barcode38815	5
read38816	barcode38816	2
read38817	barcode38817	8
read38818	barcode38818	9
read38819	barcode38819	8
read38820	barcode38820	8
read38821	barcode38821	7
read38822	barcode38822	8
read38823	barcode38823	8
read38824	barcode38824	8
read38825	barcode38825	9
read38826	barcode38826	9
read38827	barcode38827	8
read38828	barcode38828	7
read38829	barcode38829	8
read38830	barcode38830	6
read38831	barcode38831	7
read38832	barcode38832	5
read38833	barcode38833	6
read38834	barcode38834	5
read38835	barcode38835	8
read38836	barcode38836	8
read38837	barcode38837	5
read38838	barcode38838	8
read38839	barcode38839	5
read38840	barcode38840	8
read38841	barcode38841	8
read38842	barcode38842	5
read38843	barcode38843	7
read38844	barcode38844	9
read38845	barcode38845	5
read38846	barcode38846	7
read38847	barcode38847	7
read38848	barcode38848	8
read38849	barcode38849	6
read38850	barcode38850	9
read38851	barcode38851	7
read38852	barcode38852	8
read38853	barcode38853	2
read38854	barcode38854	5
read38855	barcode38855	3
read38856	barcode38856	1
read38857	barcode38857	10
read38858	barcode38858	10
read38859	barcode38859	9
read38860	barcode38860	4
read38861	barcode38861	4
read38862	barcode38862	12
read38863	barcode38863	7
read38864	barcode38864	5
read38865	barcode38865	7
read38866	barcode38866	10
read38867	barcode38867	5
read38868	barcode38868	4
read38869	barcode38869	8
read38870	barcode38870	2
read38871	barcode38871	6
read38872	barcode38872	7
read38873	barcode38873	11
read38874	barcode38874	5
read38875	barcode38875	6
read38876	barcode38876	6
read38877	barcode38877	7
read38878	barcode38878	6
read38879	barcode38879	9
read38880	barcode38880	5
read38881	barcode38881	7
read38882	barcode38882	6
read38883	barcode38883	7
read38884	barcode38884	12
read38885	barcode38885	6
read38886	barcode38886	4
read38887	barcode38887	7
read38888	barcode38888	7
read38889	barcode38889	3
read38890	barcode38890	4
read38891	barcode38891	8
read38892	barcode38892	8
read38893	barcode38893	2
read38894	barcode38894	4
read38895	barcode38895	5
read38896	barcode38896	11
read38897	barcode38897	9
read38898	barcode38898	11
read38899	barcode38899	7
read38900	barcode38900	4
read38901	barcode38901	4
read38902	barcode38902	9
read38903	barcode38903	6
read38904	barcode38904	8
read38905	barcode38905	6
read38906	barcode38906	7
read38907	barcode38907	7
read38908	barcode38908	7
read38909	barcode38909	12
read38910	barcode38910	7
read38911	barcode38911	8
read38912	barcode38912	11
read38913	barcode38913	5
read38914	barcode38914	6
read38915	barcode38915	7
read38916	barcode38916	9
read38917	barcode38917	5
read38918	barcode38918	5
read38919	barcode38919	4
read38920	barcode38920	10
read38921	barcode38921	6
read38922	barcode38922	9
read38923	barcode38923	6
read38924	barcode38924	4
read38925	barcode38925	7
read38926	barcode38926	5
read38927	barcode38927	6
read38928	barcode38928	5
read38929	barcode38929	6
read38930	barcode38930	7
read38931	barcode38931	9
read38932	barcode38932	8
read38933	barcode38933	5
read38934	barcode38934	3
read38935	barcode38935	4
read38936	barcode38936	7
read38937	barcode38937	8
read38938	barcode38938	7
read38939	barcode38939	7
read38940	barcode38940	4
read38941	barcode38941	8
read38942	barcode38942	8
read38943	barcode38943	7
read38944	barcode38944	5
read38945	barcode38945	3
read38946	barcode38946	8
read38947	barcode38947	8
read38948	barcode38948	6
read38949	barcode38949	8
read38950	barcode38950	6
read38951	barcode38951	11
read38952	barcode38952	5
read38953	barcode38953	7
read38954	barcode38954	4
read38955	barcode38955	7
read38956	barcode38956	5
read38957	barcode38957	7
read38958	barcode38958	5
read38959	barcode38959	7
read38960	barcode38960	7
read38961	barcode38961	9
read38962	barcode38962	7
read38963	barcode38963	8
read38964	barcode38964	5
read38965	barcode38965	6
read38966	barcode38966	8
read38967	barcode38967	9
read38968	barcode38968	8
read38969	barcode38969	4
read38970	barcode38970	9
read38971	barcode38971	6
read38972	barcode38972	6
read38973	barcode38973	10
read38974	barcode38974	8
read38975	barcode38975	7
read38976	barcode38976	7
read38977	barcode38977	9
read38978	barcode38978	6
read38979	barcode38979	8
read38980	barcode38980	9
read38981	barcode38981	6
read38982	barcode38982	7
read38983	barcode38983	5
read38984	barcode38984	4
read38985	barcode38985	10
read38986	barcode38986	7
read38987	barcode38987	4
read38988	barcode38988	8
read38989	barcode38989	5
read38990	barcode38990	9
read38991	barcode38991	3
read38992	barcode38992	8
read38993	barcode38993	6
read38994	barcode38994	7
read38995	barcode38995	5
read38996	barcode38996	7
read38997	barcode38997	3
read38998	barcode38998	6
read38999	barcode38999	3
read39000	barcode39000	5
read39001	barcode39001	10
read39002	barcode39002	8
read39003	barcode39003	7
read39004	barcode39004	9
read39005	barcode39005	7
read39006	barcode39006	6
read39007	barcode39007	9
read39008	barcode39008	6
read39009	barcode39009	6
read39010	barcode39010	5
read39011	barcode39011	3
read39012	barcode39012	9
read39013	barcode39013	7
read39014	barcode39014	7
read39015	barcode39015	8
read39016	barcode39016	8
read39017	barcode39017	5
read39018	barcode39018	4
read39019	barcode39019	5
read39020	barcode39020	8
read39021	barcode39021	6
read39022	barcode39022	6
read39023	barcode39023	6
read39024	barcode39024	6
read39025	barcode39025	3
read39026	barcode39026	3
read39027	barcode39027	6
read39028	barcode39028	8
read39029	barcode39029	10
read39030	barcode39030	4
read39031	barcode39031	5
read39032	barcode39032	7
read39033	barcode39033	2
read39034	barcode39034	8
read39035	barcode39035	9
read39036	barcode39036	4
read39037	barcode39037	7
read39038	barcode39038	3
read39039	barcode39039	10
read39040	barcode39040	9
read39041	barcode39041	3
read39042	barcode39042	9
read39043	barcode39043	6
read39044	barcode39044	5
read39045	barcode39045	7
read39046	barcode39046	6
read39047	barcode39047	7
read39048	barcode39048	9
read39049	barcode39049	7
read39050	barcode39050	7
read39051	barcode39051	3
read39052	barcode39052	9
read39053	barcode39053	6
read39054	barcode39054	7
read39055	barcode39055	7
read39056	barcode39056	8
read39057	barcode39057	5
read39058	barcode39058	5
read39059	barcode39059	6
read39060	barcode39060	4
read39061	barcode39061	9
read39062	barcode39062	6
read39063	barcode39063	5
read39064	barcode39064	6
read39065	barcode39065	9
read39066	barcode39066	9
read39067	barcode39067	4
read39068	barcode39068	7
read39069	barcode39069	7
read39070	barcode39070	3
read39071	barcode39071	11
read39072	barcode39072	8
read39073	barcode39073	3
read39074	barcode39074	5
read39075	barcode39075	10
read39076	barcode39076	4
read39077	barcode39077	8
read39078	barcode39078	7
read39079	barcode39079	5
read39080	barcode39080	8
read39081	barcode39081	8
read39082	barcode39082	4
read39083	barcode39083	8
read39084	barcode39084	6
read39085	barcode39085	9
read39086	barcode39086	7
read39087	barcode39087	4
read39088	barcode39088	7
read39089	barcode39089	4
read39090	barcode39090	7
read39091	barcode39091	5
read39092	barcode39092	10
read39093	barcode39093	5
read39094	barcode39094	6
read39095	barcode39095	5
read39096	barcode39096	5
read39097	barcode39097	4
read39098	barcode39098	9
read39099	barcode39099	5
read39100	barcode39100	7
read39101	barcode39101	7
read39102	barcode39102	6
read39103	barcode39103	6
read39104	barcode39104	2
read39105	barcode39105	7
read39106	barcode39106	6
read39107	barcode39107	6
read39108	barcode39108	8
read39109	barcode39109	9
read39110	barcode39110	6
read39111	barcode39111	9
read39112	barcode39112	6
read39113	barcode39113	6
read39114	barcode39114	8
read39115	barcode39115	7
read39116	barcode39116	10
read39117	barcode39117	7
read39118	barcode39118	6
read39119	barcode39119	9
read39120	barcode39120	3
read39121	barcode39121	7
read39122	barcode39122	6
read39123	barcode39123	4
read39124	barcode39124	8
read39125	barcode39125	6
read39126	barcode39126	5
read39127	barcode39127	8
read39128	barcode39128	5
read39129	barcode39129	6
read39130	barcode39130	6
read39131	barcode39131	11
read39132	barcode39132	7
read39133	barcode39133	6
read39134	barcode39134	6
read39135	barcode39135	5
read39136	barcode39136	5
read39137	barcode39137	4
read39138	barcode39138	6
read39139	barcode39139	11
read39140	barcode39140	2
read39141	barcode39141	10
read39142	barcode39142	5
read39143	barcode39143	6
read39144	barcode39144	2
read39145	barcode39145	9
read39146	barcode39146	5
read39147	barcode39147	9
read39148	barcode39148	8
read39149	barcode39149	4
read39150	barcode39150	10
read39151	barcode39151	6
read39152	barcode39152	4
read39153	barcode39153	5
read39154	barcode39154	8
read39155	barcode39155	5
read39156	barcode39156	7
read39157	barcode39157	7
read39158	barcode39158	7
read39159	barcode39159	5
read39160	barcode39160	12
read39161	barcode39161	5
read39162	barcode39162	8
read39163	barcode39163	7
read39164	barcode39164	8
read39165	barcode39165	3
read39166	barcode39166	8
read39167	barcode39167	10
read39168	barcode39168	4
read39169	barcode39169	5
read39170	barcode39170	2
read39171	barcode39171	7
read39172	barcode39172	7
read39173	barcode39173	5
read39174	barcode39174	6
read39175	barcode39175	8
read39176	barcode39176	10
read39177	barcode39177	9
read39178	barcode39178	6
read39179	barcode39179	5
read39180	barcode39180	7
read39181	barcode39181	4
read39182	barcode39182	8
read39183	barcode39183	5
read39184	barcode39184	6
read39185	barcode39185	2
read39186	barcode39186	6
read39187	barcode39187	3
read39188	barcode39188	8
read39189	barcode39189	8
read39190	barcode39190	6
read39191	barcode39191	6
read39192	barcode39192	5
read39193	barcode39193	8
read39194	barcode39194	8
read39195	barcode39195	10
read39196	barcode39196	8
read39197	barcode39197	7
read39198	barcode39198	1
read39199	barcode39199	6
read39200	barcode39200	8
read39201	barcode39201	6
read39202	barcode39202	5
read39203	barcode39203	3
read39204	barcode39204	5
read39205	barcode39205	8
read39206	barcode39206	10
read39207	barcode39207	9
read39208	barcode39208	8
read39209	barcode39209	6
read39210	barcode39210	9
read39211	barcode39211	8
read39212	barcode39212	7
read39213	barcode39213	12
read39214	barcode39214	8
read39215	barcode39215	5
read39216	barcode39216	7
read39217	barcode39217	4
read39218	barcode39218	9
read39219	barcode39219	10
read39220	barcode39220	5
read39221	barcode39221	9
read39222	barcode39222	3
read39223	barcode39223	9
read39224	barcode39224	7
read39225	barcode39225	4
read39226	barcode39226	7
read39227	barcode39227	5
read39228	barcode39228	8
read39229	barcode39229	8
read39230	barcode39230	6
read39231	barcode39231	8
read39232	barcode39232	7
read39233	barcode39233	7
read39234	barcode39234	6
read39235	barcode39235	5
read39236	barcode39236	7
read39237	barcode39237	8
read39238	barcode39238	4
read39239	barcode39239	8
read39240	barcode39240	5
read39241	barcode39241	4
read39242	barcode39242	8
read39243	barcode39243	4
read39244	barcode39244	8
read39245	barcode39245	6
read39246	barcode39246	10
read39247	barcode39247	7
read39248	barcode39248	8
read39249	barcode39249	4
read39250	barcode39250	6
read39251	barcode39251	9
read39252	barcode39252	9
read39253	barcode39253	6
read39254	barcode39254	7
read39255	barcode39255	7
read39256	barcode39256	4
read39257	barcode39257	11
read39258	barcode39258	4
read39259	barcode39259	1
read39260	barcode39260	4
read39261	barcode39261	6
read39262	barcode39262	6
read39263	barcode39263	6
read39264	barcode39264	6
read39265	barcode39265	7
read39266	barcode39266	3
read39267	barcode39267	8
read39268	barcode39268	4
read39269	barcode39269	5
read39270	barcode39270	8
read39271	barcode39271	3
read39272	barcode39272	7
read39273	barcode39273	9
read39274	barcode39274	2
read39275	barcode39275	7
read39276	barcode39276	8
read39277	barcode39277	6
read39278	barcode39278	3
read39279	barcode39279	9
read39280	barcode39280	6
read39281	barcode39281	9
read39282	barcode39282	8
read39283	barcode39283	8
read39284	barcode39284	4
read39285	barcode39285	5
read39286	barcode39286	3
read39287	barcode39287	9
read39288	barcode39288	9
read39289	barcode39289	6
read39290	barcode39290	5
read39291	barcode39291	8
read39292	barcode39292	9
read39293	barcode39293	9
read39294	barcode39294	9
read39295	barcode39295	6
read39296	barcode39296	6
read39297	barcode39297	11
read39298	barcode39298	8
read39299	barcode39299	9
read39300	barcode39300	10
read39301	barcode39301	7
read39302	barcode39302	8
read39303	barcode39303	2
read39304	barcode39304	7
read39305	barcode39305	5
read39306	barcode39306	13
read39307	barcode39307	10
read39308	barcode39308	7
read39309	barcode39309	2
read39310	barcode39310	5
read39311	barcode39311	1
read39312	barcode39312	5
read39313	barcode39313	6
read39314	barcode39314	6
read39315	barcode39315	6
read39316	barcode39316	7
read39317	barcode39317	5
read39318	barcode39318	7
read39319	barcode39319	5
read39320	barcode39320	5
read39321	barcode39321	6
read39322	barcode39322	6
read39323	barcode39323	10
read39324	barcode39324	4
read39325	barcode39325	7
read39326	barcode39326	6
read39327	barcode39327	4
read39328	barcode39328	8
read39329	barcode39329	7
read39330	barcode39330	4
read39331	barcode39331	7
read39332	barcode39332	7
read39333	barcode39333	5
read39334	barcode39334	7
read39335	barcode39335	5
read39336	barcode39336	7
read39337	barcode39337	5
read39338	barcode39338	12
read39339	barcode39339	10
read39340	barcode39340	10
read39341	barcode39341	6
read39342	barcode39342	6
read39343	barcode39343	8
read39344	barcode39344	9
read39345	barcode39345	4
read39346	barcode39346	5
read39347	barcode39347	8
read39348	barcode39348	6
read39349	barcode39349	6
read39350	barcode39350	4
read39351	barcode39351	7
read39352	barcode39352	10
read39353	barcode39353	7
read39354	barcode39354	8
read39355	barcode39355	6
read39356	barcode39356	9
read39357	barcode39357	9
read39358	barcode39358	10
read39359	barcode39359	9
read39360	barcode39360	6
read39361	barcode39361	8
read39362	barcode39362	7
read39363	barcode39363	8
read39364	barcode39364	11
read39365	barcode39365	8
read39366	barcode39366	13
read39367	barcode39367	8
read39368	barcode39368	9
read39369	barcode39369	7
read39370	barcode39370	5
read39371	barcode39371	11
read39372	barcode39372	7
read39373	barcode39373	5
read39374	barcode39374	3
read39375	barcode39375	9
read39376	barcode39376	9
read39377	barcode39377	5
read39378	barcode39378	5
read39379	barcode39379	10
read39380	barcode39380	4
read39381	barcode39381	9
read39382	barcode39382	8
read39383	barcode39383	7
read39384	barcode39384	7
read39385	barcode39385	10
read39386	barcode39386	10
read39387	barcode39387	9
read39388	barcode39388	6
read39389	barcode39389	8
read39390	barcode39390	8
read39391	barcode39391	7
read39392	barcode39392	10
read39393	barcode39393	5
read39394	barcode39394	8
read39395	barcode39395	7
read39396	barcode39396	7
read39397	barcode39397	5
read39398	barcode39398	9
read39399	barcode39399	6
read39400	barcode39400	4
read39401	barcode39401	4
read39402	barcode39402	7
read39403	barcode39403	5
read39404	barcode39404	5
read39405	barcode39405	6
read39406	barcode39406	7
read39407	barcode39407	7
read39408	barcode39408	10
read39409	barcode39409	8
read39410	barcode39410	7
read39411	barcode39411	5
read39412	barcode39412	6
read39413	barcode39413	5
read39414	barcode39414	10
read39415	barcode39415	5
read39416	barcode39416	9
read39417	barcode39417	7
read39418	barcode39418	9
read39419	barcode39419	8
read39420	barcode39420	6
read39421	barcode39421	8
read39422	barcode39422	6
read39423	barcode39423	7
read39424	barcode39424	6
read39425	barcode39425	5
read39426	barcode39426	5
read39427	barcode39427	11
read39428	barcode39428	5
read39429	barcode39429	8
read39430	barcode39430	6
read39431	barcode39431	7
read39432	barcode39432	5
read39433	barcode39433	9
read39434	barcode39434	5
read39435	barcode39435	7
read39436	barcode39436	7
read39437	barcode39437	3
read39438	barcode39438	10
read39439	barcode39439	7
read39440	barcode39440	10
read39441	barcode39441	6
read39442	barcode39442	8
read39443	barcode39443	8
read39444	barcode39444	12
read39445	barcode39445	7
read39446	barcode39446	5
read39447	barcode39447	5
read39448	barcode39448	7
read39449	barcode39449	9
read39450	barcode39450	1
read39451	barcode39451	5
read39452	barcode39452	6
read39453	barcode39453	9
read39454	barcode39454	5
read39455	barcode39455	5
read39456	barcode39456	4
read39457	barcode39457	8
read39458	barcode39458	4
read39459	barcode39459	3
read39460	barcode39460	3
read39461	barcode39461	2
read39462	barcode39462	6
read39463	barcode39463	9
read39464	barcode39464	6
read39465	barcode39465	7
read39466	barcode39466	8
read39467	barcode39467	7
read39468	barcode39468	5
read39469	barcode39469	8
read39470	barcode39470	8
read39471	barcode39471	12
read39472	barcode39472	6
read39473	barcode39473	4
read39474	barcode39474	4
read39475	barcode39475	7
read39476	barcode39476	4
read39477	barcode39477	6
read39478	barcode39478	6
read39479	barcode39479	4
read39480	barcode39480	9
read39481	barcode39481	6
read39482	barcode39482	6
read39483	barcode39483	5
read39484	barcode39484	4
read39485	barcode39485	7
read39486	barcode39486	5
read39487	barcode39487	7
read39488	barcode39488	6
read39489	barcode39489	4
read39490	barcode39490	5
read39491	barcode39491	5
read39492	barcode39492	3
read39493	barcode39493	3
read39494	barcode39494	4
read39495	barcode39495	4
read39496	barcode39496	8
